"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","TypeDwel","Bylaw Restrictions"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261638241/0/120/90/bba5e1a6c419c230057989877fcc5eea/16/7fa64cfb8933654b736b7618d8f4b092/261638241.JPG","V1115299","S","2609 833 HOMER STREET","VVWDT","$829,000","4/8/2015","6","2","2","940","2010","5","N","1","$400.36","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261634001/0/120/90/8b4775c6bb1775db796c5c5ee6326262/16/aabfae3495cba084a00b197339bbdada/261634001.JPG","V1114827","S","2510 128 W CORDOVA STREET","VVWDT","$830,000","4/6/2015","14","2","2","1,160","2009","6","N","2","$645.15","Apartment/Condo","PETY, RENY"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261740585/0/120/90/fe0e1e7e88e833f750d6f700abb88d7e/16/66ec6959940f429bccfa9b7012b770bc/261740585.JPG","V1122980","S","1502 1177 PACIFIC BOULEVARD","VVWYA","$832,000","5/13/2015","4","2","2","1,222","1995","20","Y","2","$547.77","Apartment/Condo","PETR, RENR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261436146/0/120/90/7a3cc232041866788addea0afa67d75f/16/52d0a0ec033eddaa2b266e14f5315a17/261436146.JPG","V1098029","S","1102 1863 ALBERNI STREET","VVWWE","$835,000","1/6/2015","15","2","2","987","2002","13","Y","1","$543.03","Apartment/Condo","PETR, RENR"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261558096/0/120/90/109722a6599672b6edc2b2e736cc5369/16/82182c17dc842464f4887a43e56c174a/261558096.JPG","V1108996","S","1203 33 SMITHE STREET","VVWYA","$835,000","3/4/2015","8","2","2","1,118","2009","6",,"1","$473.46","Apartment/Condo","PETY, RENY"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261455373/0/120/90/cd4b929420f0189bc57490ee8ee6ebf1/16/c7ac316743401693cd081e8cfeddf16c/261455373.JPG","V1099842","S","1803 33 SMITHE STREET","VVWYA","$835,000","1/16/2015","19","2","2","1,103","2008","7","N","2","$473.46","Apartment/Condo","PETR, RENY"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261685624/0/120/90/bab6bfa8e2f5902de9e46edeb827ae59/16/d9a5fae4abeac50cb7bb3e5f6f6cb30e/261685624.JPG","V1118924","S","201 1281 W CORDOVA STREET","VVWCB","$838,000","4/24/2015","12","1","1","939","2005","10","Y","2","$477.34","Apartment/Condo","PETR, RENR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261460302/0/120/90/dc8acf3bad996c65fe55611fdb187a81/16/5b7f0883281beded6a4fba236a933f17/261460302.JPG","V1100335","S","502 1280 RICHARDS STREET","VVWYA","$839,000","1/19/2015","12","1","2","1,072","2008","7","N","2","$427.05","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261556755/0/120/90/f1d177d59cd0351ce203fafda1f909a5/16/e645f888d95072478d4e10a2a5fc5529/261556755.JPG","V1108918","S","608 53 W HASTINGS STREET","VVWDT","$840,000","3/2/2015","17","2","2","1,073","2012","3","Y","1","$372.89","Apartment/Condo","PETR, RENY"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261434366/0/120/90/5e94fc7d8d6479999c2b76888d7e6b2d/16/75e0ef13f019393c5438b1eeead100b0/261434366.JPG","V1097784","S","2208 1111 ALBERNI STREET","VVWWE","$840,000","1/5/2015","9","2","2","1,134","2008","7","Y","1","$660.29","Apartment/Condo","PETY, RENY"
