"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","TypeDwel","Bylaw Restrictions"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262166591/0/120/90/4253a5b157c3b0d3c5da8562c796c208/16/2c032e8e48eb255a6b5ba6bee75cde10/262166591.JPG","R2144964","S","3509 602 CITADEL PARADE","VVWDT","$622,000","3/8/2017","6","1","1","655","2007","10",,"1","$307.14","Apartment/Condo","PETR, RENY"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262184765/0/120/90/8cbd760f5a030e9fef3b239de2b74e4f/16/e4ab2565e9ebedc3dfda3b4e8c90e024/262184765.JPG","R2163138","S","810 1283 HOWE STREET","VVWDT","$622,000","5/3/2017","13","1","1","622","2018","0",,,"$240.09","Apartment/Condo","PETY, RENY"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262160703/0/120/90/14f1000b95a9a05114be7956f485e443/16/54e0692d83f5048d2ab68453a476f056/262160703.JPG","R2139076","S","1203 1055 RICHARDS STREET","VVWDT","$624,000","2/15/2017","2","1","1","566","2009","8","Y","1","$248.09","Apartment/Condo","PETR, RENY"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262190934/0/120/90/7260bc17762249dcac4821f4f815b675/16/e6ecdc61f08d4d734cde98849592c315/262190934.JPG","R2169307","S","807 1288 W GEORGIA STREET","VVWWE","$625,000","5/23/2017","13","1","1","586","1998","19","Y","1","$314.77","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262194870/0/120/90/88d8b90463983c9fd871ec7b4989b774/16/925f2d5644977496b4a677885c8cbd3d/262194870.JPG","R2173243","S","306 1835 BARCLAY STREET","VVWWE","$625,000","6/2/2017","4","1","1","665","1986","31","Y","1","$289.89","Apartment/Condo","PETR, RENN"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262172990/0/120/90/69780c7d2b09da2104032fcdb914ee16/16/21ff5fe40e511642954e6adde3a551ae/262172990.JPG","R2151363","S","1506 1351 CONTINENTAL STREET","VVWDT","$625,000","3/31/2017","0","1","1","535","2013","4","Y","1","$241.67","Apartment/Condo","PETY, PETR, RENY"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262185894/0/120/90/c01270934588773352dac7b4a28327c8/16/ebb873e6b7976a52b9036e5087cae3c7/262185894.JPG","R2164267","S","1910 233 ROBSON STREET","VVWDT","$625,000","5/5/2017","25","1","1","600","2009","8","N","1","$223.15","Apartment/Condo","PETR, RENY"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262177117/0/120/90/b71ba1a71e7d35b2f938e702c281b6ef/15/f2b38bf699e858fdfcb5b0cdae87a8fa/262177117.JPG","R2155490","S","3207 1372 SEYMOUR STREET","VVWDT","$625,000","4/13/2017","10","1","1","460","2013","4",,"1","$185.97","Apartment/Condo","PETY, RENY"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262192758/0/120/90/9ea1c12aa93a1eef0c2c6bdceed1a903/16/c3583b98d4c060e26fcebe6150472376/262192758.JPG","R2171131","S","314 1106 PACIFIC STREET","VVWWE","$626,651","5/29/2017","7","1","1","704","1984","33","Y","1","$285.31","Apartment/Condo","PETY, PETR, RENR"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262151832/0/120/90/7db0bbec02008582515a3ee20a26c121/16/0f0387db1cfbe0fc6cd1f6e8d85e79e6/262151832.JPG","R2130205","S","1102 1082 SEYMOUR STREET","VVWDT","$628,000","1/10/2017","40","1","1","709","2006","11","N","1","$331.00","Apartment/Condo","PETR, RENY"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262159095/0/120/90/cb4c3ca46142cc38d6d09d836e7c7c32/16/3b3c45eeb7c1dc9dc7021dd30db63a8c/262159095.JPG","R2137468","S","1719 938 SMITHE STREET","VVWDT","$628,000","2/7/2017","7","1","1","630","2005","12",,"1","$264.78","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262201362/0/120/90/3baf30e8781a493c87dc28c5d772da91/16/7ba5682012828e829d4297803e4bbc33/262201362.JPG","R2179735","S","702 1221 BIDWELL STREET","VVWWE","$628,000","6/19/2017","8","1","1","507","2013","4","Y","1","$289.73","Apartment/Condo","PETY, RENY"
